1,2,3,4,5,6,7,8
-5515.024723413554,10413.34246556073,187500.0,187500.0,0.0,0.0,0.0,0.0
-6593.027006748558,9010.368169590018,187500.0,187500.0,0.0,0.0,0.0,0.0
-6700.449490600764,8740.850834947925,187500.0,187500.0,0.0,0.0,0.0,0.0
-6677.315435089521,8677.058956272478,187500.0,187500.0,0.0,0.0,0.0,0.0
-6526.329401293922,8672.14157249231,187500.0,187500.0,0.0,0.0,0.0,0.0
-5743.437200002337,8993.760823459725,187500.0,187500.0,0.0,0.0,0.0,0.0
2802.3723128285783,18479.908225525407,187500.0,187500.0,0.0,0.0,0.0,0.0
13762.661965210673,34516.59196813011,176372.38518862549,176287.44855969533,0.0,0.0,0.0,0.0
13532.81897697675,38864.67681702099,154174.80071482668,154093.28390279817,0.0,0.0,0.0,0.0
7149.183112285508,34412.05285931264,137504.3109064473,137424.8281031642,0.0,0.0,0.0,0.0
-1734.6518319430152,24648.140328900856,129941.06172812721,129861.93655275543,0.0,0.0,0.0,0.0
-12671.293338691396,10514.104129565256,132836.23848393423,132755.5263347061,0.0,0.0,0.0,0.0
-27947.928362837836,-11073.434182814859,151598.4939454191,151513.0655781109,0.0,0.0,0.0,0.0
-36472.481366691754,-27534.197572970104,183356.65713031974,183265.506716431,0.0,0.0,0.0,0.0
-20494.24743583768,-13010.995150923152,187500.0,187500.0,0.0,0.0,0.0,0.0
-15041.606431198888,-5978.465792949891,187500.0,187500.0,0.0,0.0,0.0,0.0
-10956.623966291425,-1607.693923436871,187500.0,187500.0,0.0,0.0,0.0,0.0
-4949.369126483099,6395.348178785823,187500.0,187500.0,0.0,0.0,0.0,0.0
-1947.4404391575385,11824.564555235453,187500.0,187500.0,0.0,0.0,0.0,0.0
-2046.6821845391019,13631.926611891582,187500.0,187500.0,0.0,0.0,0.0,0.0
-5545.579558083959,10386.676834425549,187500.0,187500.0,0.0,0.0,0.0,0.0
-6632.991925834647,8988.932846657377,187500.0,187500.0,0.0,0.0,0.0,0.0
-6744.57183415554,8710.765386911082,187500.0,187500.0,0.0,0.0,0.0,0.0
-6704.271638902622,8647.912281502759,187500.0,187500.0,0.0,0.0,0.0,0.0
-6547.563558526464,8650.035697226012,187500.0,187500.0,0.0,0.0,0.0,0.0
-5767.465325291792,8980.05920410862,187500.0,187500.0,0.0,0.0,0.0,0.0
2792.023455145771,18502.282321725168,187500.0,187500.0,0.0,0.0,0.0,0.0
13694.891476022181,34476.42588334392,176386.6232498435,176301.7089726578,0.0,0.0,0.0,0.0
13511.987151144403,38825.89654039103,154282.0667364677,154200.66168316148,0.0,0.0,0.0,0.0
7245.38502042115,34501.10220922258,137552.8141919153,137473.26433339887,0.0,0.0,0.0,0.0
-1664.4897060978064,24708.89237033038,129990.16851069553,129911.15509404601,0.0,0.0,0.0,0.0
-12451.799208140279,10770.948025101188,132736.5273519191,132655.77049920207,0.0,0.0,0.0,0.0
-27784.872387036372,-10832.102397930908,151333.0669800123,151247.5492057263,0.0,0.0,0.0,0.0
-36507.88652990896,-27521.16650595266,183104.88708077517,183013.8484256087,0.0,0.0,0.0,0.0
-20631.84477470455,-13171.03364122315,187500.0,187500.0,0.0,0.0,0.0,0.0
-15067.668565233776,-6002.940953128452,187500.0,187500.0,0.0,0.0,0.0,0.0
-11023.52273744616,-1692.7199593448593,187500.0,187500.0,0.0,0.0,0.0,0.0
-4987.657664735039,6312.53496557891,187500.0,187500.0,0.0,0.0,0.0,0.0
-1956.8281718287674,11748.345106642855,187500.0,187500.0,0.0,0.0,0.0,0.0
-1915.075113186254,13720.372464701231,187500.0,187500.0,0.0,0.0,0.0,0.0
-5481.005368352577,10413.945962661024,187500.0,187500.0,0.0,0.0,0.0,0.0
-6567.344852369411,9017.565431304625,187500.0,187500.0,0.0,0.0,0.0,0.0
-6690.592371295974,8743.421285560285,187500.0,187500.0,0.0,0.0,0.0,0.0
-6676.264903100122,8668.006499768078,187500.0,187500.0,0.0,0.0,0.0,0.0
-6545.10486663638,8661.278624687031,187500.0,187500.0,0.0,0.0,0.0,0.0
-5793.840383749054,8964.837666134557,187500.0,187500.0,0.0,0.0,0.0,0.0
2603.173566242882,18273.154589313817,187500.0,187500.0,0.0,0.0,0.0,0.0
13628.50679498992,34331.47482055126,176662.0414450218,176577.28363004728,0.0,0.0,0.0,0.0
13502.152383584069,38777.72853108985,154500.19741060704,154418.68059857853,0.0,0.0,0.0,0.0
7399.008560062476,34665.275772246816,137630.0841724973,137550.53431398087,0.0,0.0,0.0,0.0
-1617.7745601862146,24795.684194050336,129926.48839074236,129847.31851188166,0.0,0.0,0.0,0.0
-12409.397948908561,10833.689371787235,132635.98920535913,132555.25470438658,0.0,0.0,0.0,0.0
-27709.77052566654,-10724.635210589793,151140.90903293004,151055.68183132194,0.0,0.0,0.0,0.0
-36548.700815284355,-27539.78550908393,182900.45802598694,182809.46407430936,0.0,0.0,0.0,0.0
-20719.664778669452,-13292.783593271208,187500.0,187500.0,0.0,0.0,0.0,0.0
-15026.787224625019,-5980.924484839975,187500.0,187500.0,0.0,0.0,0.0,0.0
-11050.23307207025,-1726.851073128113,187500.0,187500.0,0.0,0.0,0.0,0.0
-4996.911286939537,6308.578706810321,187500.0,187500.0,0.0,0.0,0.0,0.0
-1940.779619309857,11786.432479194698,187500.0,187500.0,0.0,0.0,0.0,0.0
-1929.2684709153739,13731.816557862348,187500.0,187500.0,0.0,0.0,0.0,0.0
-5478.010234595566,10457.196588182043,187500.0,187500.0,0.0,0.0,0.0,0.0
-6577.291378652022,9051.40597240996,187500.0,187500.0,0.0,0.0,0.0,0.0
-6692.380510852398,8767.225893405186,187500.0,187500.0,0.0,0.0,0.0,0.0
-6671.74985072015,8698.002540827101,187500.0,187500.0,0.0,0.0,0.0,0.0
-6526.262346060556,8705.803299642002,187500.0,187500.0,0.0,0.0,0.0,0.0
-5781.077537665074,9008.960009689334,187500.0,187500.0,0.0,0.0,0.0,0.0
2542.8015044690974,18238.79995808601,187500.0,187500.0,0.0,0.0,0.0,0.0
13640.643792229152,34358.09574819753,176805.04790604688,176720.33479456126,0.0,0.0,0.0,0.0
13581.92575954506,38886.31330565373,154611.01735961644,154529.54525107687,0.0,0.0,0.0,0.0
7514.723541107601,34835.66312022962,137662.40479497967,137582.89963995214,0.0,0.0,0.0,0.0
-1521.6844107728496,24973.917004336956,129883.908317555,129804.6937352054,0.0,0.0,0.0,0.0
-12374.819800236202,10971.398469376383,132553.0865851744,132472.2179737351,0.0,0.0,0.0,0.0
-27612.473382052587,-10508.31502775133,150960.64221389798,150875.2585500787,0.0,0.0,0.0,0.0
-36209.02135479705,-26959.601278257524,182224.22834923607,182133.34615628078,0.0,0.0,0.0,0.0
-21362.769170137548,-13907.031882647501,187500.0,187500.0,0.0,0.0,0.0,0.0
-15420.96023809436,-6467.007871509537,187500.0,187500.0,0.0,0.0,0.0,0.0
-11290.04493833124,-2086.289475713906,187500.0,187500.0,0.0,0.0,0.0,0.0
-5086.273561271854,6135.375039026147,187500.0,187500.0,0.0,0.0,0.0,0.0
-2008.0807218647865,11658.78166661044,187500.0,187500.0,0.0,0.0,0.0,0.0
-1609.9290978824017,14087.49986737965,187500.0,187500.0,0.0,0.0,0.0,0.0
-5235.8290834223135,10860.444409900238,187500.0,187500.0,0.0,0.0,0.0,0.0
-6565.512009324076,9183.415375163004,187500.0,187500.0,0.0,0.0,0.0,0.0
-6709.680761060806,8849.122685089433,187500.0,187500.0,0.0,0.0,0.0,0.0
-6699.75658652265,8757.033497933568,187500.0,187500.0,0.0,0.0,0.0,0.0
-6563.075669178447,8738.705067480216,187500.0,187500.0,0.0,0.0,0.0,0.0
-5832.039515023174,9012.178660890897,187500.0,187500.0,0.0,0.0,0.0,0.0
2407.6405057478555,18131.243363767073,187500.0,187500.0,0.0,0.0,0.0,0.0
13574.326166430255,34311.22414007475,176980.6208587433,176895.9077472577,0.0,0.0,0.0,0.0
13559.976346489948,38906.027544263314,154785.04804194547,154703.77709910597,0.0,0.0,0.0,0.0
7518.210413242628,34890.26843193393,137804.36072401534,137724.78851375444,0.0,0.0,0.0,0.0
-1480.4007387638974,25065.894432770543,129959.05488241374,129879.81794831967,0.0,0.0,0.0,0.0
-12323.38843624454,11083.470116075292,132526.8232854394,132445.95467400012,0.0,0.0,0.0,0.0
-27624.856248480828,-10446.423047354585,150855.4102010024,150769.87007497193,0.0,0.0,0.0,0.0
-36676.195165657424,-27491.05870617136,182548.86508570495,182457.49115437164,0.0,0.0,0.0,0.0
-21028.029445174867,-13537.043456678803,187500.0,187500.0,0.0,0.0,0.0,0.0
-15127.504185140633,-6006.13725258556,187500.0,187500.0,0.0,0.0,0.0,0.0
-11199.252152353782,-1845.1588565300533,187500.0,187500.0,0.0,0.0,0.0,0.0
-5106.837166170736,6210.856880051718,187500.0,187500.0,0.0,0.0,0.0,0.0
-2063.557751602859,11676.350137752312,187500.0,187500.0,0.0,0.0,0.0,0.0
-1808.3231816677073,13886.580036470896,187500.0,187500.0,0.0,0.0,0.0,0.0
-5335.719029393081,10703.423405101707,187500.0,187500.0,0.0,0.0,0.0,0.0
-6563.008613945081,9154.827494004667,187500.0,187500.0,0.0,0.0,0.0,0.0
-6695.710920776239,8828.067341812533,187500.0,187500.0,0.0,0.0,0.0,0.0
-6679.1706298793115,8746.103494894922,187500.0,187500.0,0.0,0.0,0.0,0.0
-6554.850227218893,8742.661326248804,187500.0,187500.0,0.0,0.0,0.0,0.0
-5841.159026760939,9014.9279254589,187500.0,187500.0,0.0,0.0,0.0,0.0
2355.8068103559986,18058.711953009602,187500.0,187500.0,0.0,0.0,0.0,0.0
13560.021049978859,34232.21072342524,177098.6604212118,177013.61203355933,0.0,0.0,0.0,0.0
13600.03067255386,38882.78173002979,154891.39764206382,154809.8361265464,0.0,0.0,0.0,0.0
7623.6882953272225,34967.42665379366,137849.1983233927,137769.78257534298,0.0,0.0,0.0,0.0
-1474.6116369499728,25082.613537623114,129952.9752079219,129873.64886685001,0.0,0.0,0.0,0.0
-12253.114551677056,11189.864419682553,132472.8214708354,132392.15402509618,0.0,0.0,0.0,0.0
-27532.07415724685,-10300.309693850242,150682.5641611295,150597.20284905468,0.0,0.0,0.0,0.0
-36704.89480553804,-27464.326019802815,182338.84809480287,182247.7200326586,0.0,0.0,0.0,0.0
-21138.13413836171,-13647.058742887824,187500.0,187500.0,0.0,0.0,0.0,0.0
-15108.594609331443,-5958.952720040407,187500.0,187500.0,0.0,0.0,0.0,0.0
-11261.457057172902,-1884.520278515849,187500.0,187500.0,0.0,0.0,0.0,0.0
-5152.680594048571,6159.537274782333,187500.0,187500.0,0.0,0.0,0.0,0.0
-2090.804528093878,11619.39789288019,187500.0,187500.0,0.0,0.0,0.0,0.0
-1823.745885341869,13827.25850668651,187500.0,187500.0,0.0,0.0,0.0,0.0
-5337.328354993863,10658.33993653535,187500.0,187500.0,0.0,0.0,0.0,0.0
-6558.180637142735,9123.155072111496,187500.0,187500.0,0.0,0.0,0.0,0.0
-6694.66038878684,8815.952696317756,187500.0,187500.0,0.0,0.0,0.0,0.0
-6665.603120994941,8733.430055788762,187500.0,187500.0,0.0,0.0,0.0,0.0
-6549.10582889388,8709.692503177226,187500.0,187500.0,0.0,0.0,0.0,0.0
-5867.377623007014,8950.644308405437,187500.0,187500.0,0.0,0.0,0.0,0.0
2267.092736612885,17923.30508509935,187500.0,187500.0,0.0,0.0,0.0,0.0
13514.490546523399,34142.08848978144,177225.3948122734,177140.52523857658,0.0,0.0,0.0,0.0
13599.963617320493,38853.54564828225,155027.87739370792,154946.4276369128,0.0,0.0,0.0,0.0
7686.9660838801965,35003.92705248917,137962.52166778108,137882.92710577574,0.0,0.0,0.0,0.0
-1372.4418130447643,25168.243070631393,129988.7827025393,129909.63517542306,0.0,0.0,0.0,0.0
-12145.915585269402,11277.416202713992,132438.53389484095,132357.7546903795,0.0,0.0,0.0,0.0
-27415.509809912422,-10186.673425039462,150555.22627296761,150470.17788531518,0.0,0.0,0.0,0.0
-36655.31863633617,-27432.94417058756,182152.05456638988,182061.1723734346,0.0,0.0,0.0,0.0
-21182.27883366094,-13779.314014829877,187500.0,187500.0,0.0,0.0,0.0,0.0
-15057.587928484432,-5980.276284250771,187500.0,187500.0,0.0,0.0,0.0,0.0
-11276.455077702412,-1960.8514858307226,187500.0,187500.0,0.0,0.0,0.0,0.0
-5174.317082681308,6081.01559651084,187500.0,187500.0,0.0,0.0,0.0,0.0
-2106.897784101699,11546.374743744702,187500.0,187500.0,0.0,0.0,0.0,0.0
-1804.9257165105007,13795.58608479334,187500.0,187500.0,0.0,0.0,0.0,0.0
-5331.248680502019,10631.696657144626,187500.0,187500.0,0.0,0.0,0.0,0.0
-6580.040643220025,9071.969577308844,187500.0,187500.0,0.0,0.0,0.0,0.0
-6698.750758022161,8785.107288969433,187500.0,187500.0,0.0,0.0,0.0,0.0
-6670.1852286082785,8717.672075947772,187500.0,187500.0,0.0,0.0,0.0,0.0
-6536.790017699006,8717.985000370145,187500.0,187500.0,0.0,0.0,0.0,0.0
-5836.129884258496,8974.471267994793,187500.0,187500.0,0.0,0.0,0.0,0.0
2239.6000909328573,17869.884415851167,187500.0,187500.0,0.0,0.0,0.0,0.0
13514.267029078846,34101.18479742823,177353.9620463803,177268.86895523896,0.0,0.0,0.0,0.0
13631.636039213663,38856.0713954057,155158.94802319384,155077.27474895417,0.0,0.0,0.0,0.0
7712.312962092515,35023.194256209645,138085.81389019656,138006.10756946894,0.0,0.0,0.0,0.0
-1276.8881054983265,25280.04649639684,130063.37047378666,129984.04413271477,0.0,0.0,0.0,0.0
-12030.580583880019,11453.346783321713,132365.82367012784,132284.84329996625,0.0,0.0,0.0,0.0
-27318.346776765204,-10001.668036182886,150367.2928055874,150282.0209004904,0.0,0.0,0.0,0.0
-36734.84614310815,-27423.109403027225,181951.3359011812,181860.38665299257,0.0,0.0,0.0,0.0
-21336.394111680285,-13893.486725507586,187500.0,187500.0,0.0,0.0,0.0,0.0
-15085.102925908915,-5956.985766528341,187500.0,187500.0,0.0,0.0,0.0,0.0
-11334.882537708585,-1996.0778350922867,187500.0,187500.0,0.0,0.0,0.0,0.0
-5173.288902436364,6075.494715630379,187500.0,187500.0,0.0,0.0,0.0,0.0
-2080.0309872664197,11572.369822546223,187500.0,187500.0,0.0,0.0,0.0,0.0
-1762.2785880897748,13851.241928487056,187500.0,187500.0,0.0,0.0,0.0,0.0
-5277.403328109184,10707.580829570394,187500.0,187500.0,0.0,0.0,0.0,0.0
-6534.286622320012,9135.13560713954,187500.0,187500.0,0.0,0.0,0.0,0.0
-6681.361100835932,8817.718484129726,187500.0,187500.0,0.0,0.0,0.0,0.0
-6657.087106357469,8757.1676084003,187500.0,187500.0,0.0,0.0,0.0,0.0
-6523.378971025822,8752.674907764782,187500.0,187500.0,0.0,0.0,0.0,0.0
-5848.088067542085,8984.797773933145,187500.0,187500.0,0.0,0.0,0.0,0.0
2171.2708081329833,17815.994359969423,187500.0,187500.0,0.0,0.0,0.0,0.0
13463.372106954112,34060.124642863826,177466.10074831257,177380.96295368232,0.0,0.0,0.0,0.0
13612.12296630418,38850.63992150306,155286.8447049671,155205.21613421635,0.0,0.0,0.0,0.0
7742.957203740741,35091.54589075397,138165.83313534656,138086.14916636338,0.0,0.0,0.0,0.0
-1301.9220592882705,25316.502191603446,130101.56960506078,130022.33267096672,0.0,0.0,0.0,0.0
-11936.815015890004,11626.662209828164,132318.34856490477,132237.56936044327,0.0,0.0,0.0,0.0
-27276.079628000218,-9880.275712046112,150198.31361750528,150112.84054670818,0.0,0.0,0.0,0.0
-36749.59829444865,-27399.37185041569,181774.5112507953,181683.56200260663,0.0,0.0,0.0,0.0
-21398.800182199502,-13973.617729379861,187500.0,187500.0,0.0,0.0,0.0,0.0
-14206.679368815348,-4900.910544503992,187500.0,187500.0,0.0,0.0,0.0,0.0
-11018.650057154902,-1266.4945443266088,187500.0,187500.0,0.0,0.0,0.0,0.0
-5981.237409262349,5259.723098245036,187500.0,187500.0,0.0,0.0,0.0,0.0
-2338.79713282551,11218.36289386307,187500.0,187500.0,0.0,0.0,0.0,0.0
-1826.852777821157,13713.532830897908,187500.0,187500.0,0.0,0.0,0.0,0.0
-5249.307185328864,10683.686814747669,187500.0,187500.0,0.0,0.0,0.0,0.0
-6496.7356916350955,9141.058819420197,187500.0,187500.0,0.0,0.0,0.0,0.0
-6656.461257512719,8837.767998906136,187500.0,187500.0,0.0,0.0,0.0,0.0
-6652.996737122147,8763.850779992435,187500.0,187500.0,0.0,0.0,0.0,0.0
-6519.310953534956,8764.58838755946,187500.0,187500.0,0.0,0.0,0.0,0.0
-5852.536064688691,9013.139785902475,187500.0,187500.0,0.0,0.0,0.0,0.0
2081.7520715894784,17755.66700168455,187500.0,187500.0,0.0,0.0,0.0,0.0
13427.56461233671,34042.42206125522,177605.03919184676,177520.08021117214,0.0,0.0,0.0,0.0
13606.199754023524,38873.90808748103,155414.76373848485,155333.13516773406,0.0,0.0,0.0,0.0
7750.15446545535,35122.883036480314,138294.66859038695,138215.23049059277,0.0,0.0,0.0,0.0
-1185.134194509291,25477.6135656373,130121.70852681501,130042.51629620985,0.0,0.0,0.0,0.0
-11942.402952003831,11659.765143366474,132322.37187890674,132241.59267444524,0.0,0.0,0.0,0.0
-27175.787350629253,-9703.853393060373,150142.0319249668,150056.84942684765,0.0,0.0,0.0,0.0
-36732.543913429254,-27280.125293746627,181643.23945560926,181552.29020742062,0.0,0.0,0.0,0.0
-21489.570616432502,-14019.595267724428,187500.0,187500.0,0.0,0.0,0.0,0.0
-15035.102073562393,-5892.88096343052,187500.0,187500.0,0.0,0.0,0.0,0.0
-11347.310107625737,-2025.4927307954706,187500.0,187500.0,0.0,0.0,0.0,0.0
-5164.325852909787,6074.265369685337,187500.0,187500.0,0.0,0.0,0.0,0.0
-2034.1652076441299,11619.800224280385,187500.0,187500.0,0.0,0.0,0.0,0.0
-1648.7987814901808,13975.964662547669,187500.0,187500.0,0.0,0.0,0.0,0.0
-5154.446381860541,10871.419116427795,187500.0,187500.0,0.0,0.0,0.0,0.0
-6473.981615779593,9236.50076824436,187500.0,187500.0,0.0,0.0,0.0,0.0
-6626.666382153796,8911.305238164095,187500.0,187500.0,0.0,0.0,0.0,0.0
-6602.437091164243,8839.109103573455,187500.0,187500.0,0.0,0.0,0.0,0.0
-6470.338281433378,8843.445341997784,187500.0,187500.0,0.0,0.0,0.0,0.0
-5819.5225381282025,9068.058022029165,187500.0,187500.0,0.0,0.0,0.0,0.0
2054.3488328872722,17710.717643584925,187500.0,187500.0,0.0,0.0,0.0,0.0
13475.687918148986,34053.24030557159,177765.6588275026,177680.76690206135,0.0,0.0,0.0,0.0
13721.71356936855,38974.91562067457,155548.89655696115,155467.17857923254,0.0,0.0,0.0,0.0
7865.198894166815,35238.799183225536,138404.59446961814,138324.8434454016,0.0,0.0,0.0,0.0
-1035.5786723588315,25655.13112010135,130144.2167334815,130064.8009854318,0.0,0.0,0.0,0.0
-11810.572363206431,11829.77251169354,132273.35450331622,132192.3517814102,0.0,0.0,0.0,0.0
-27027.14825000146,-9526.179376385138,149977.67954798695,149892.40764288994,0.0,0.0,0.0,0.0
-36712.94143354195,-27256.79007253529,181444.3759851904,181353.44908874622,0.0,0.0,0.0,0.0
-21559.285707388604,-14133.924440613324,187500.0,187500.0,0.0,0.0,0.0,0.0
-14955.015773179028,-5839.102666271051,187500.0,187500.0,0.0,0.0,0.0,0.0
-11328.825214961198,-2025.2021581175518,187500.0,187500.0,0.0,0.0,0.0,0.0
-5147.472637590485,6061.256654412348,187500.0,187500.0,0.0,0.0,0.0,0.0
-2009.220660832007,11604.10929967276,187500.0,187500.0,0.0,0.0,0.0,0.0
-1624.8600631785469,13974.824723580448,187500.0,187500.0,0.0,0.0,0.0,0.0
-5137.123779907677,10877.945825808743,187500.0,187500.0,0.0,0.0,0.0,0.0
-6468.728955832596,9251.476437029414,187500.0,187500.0,0.0,0.0,0.0,0.0
-6622.4642541961975,8941.10011352302,187500.0,187500.0,0.0,0.0,0.0,0.0
-6609.2543732231115,8845.836978654503,187500.0,187500.0,0.0,0.0,0.0,0.0
-6498.859107358349,8816.690303884781,187500.0,187500.0,0.0,0.0,0.0,0.0
-5868.137582318495,9027.780178520701,187500.0,187500.0,0.0,0.0,0.0,0.0
1954.972977038977,17618.941380851436,187500.0,187500.0,0.0,0.0,0.0,0.0
13430.336228649168,34001.51836890201,177872.47781425453,177787.34001962424,0.0,0.0,0.0,0.0
13737.292735253899,38982.69402774501,155645.61255521924,155563.8722257462,0.0,0.0,0.0,0.0
7894.770252081186,35256.85939274543,138471.35913030614,138391.8092717897,0.0,0.0,0.0,0.0
-983.923790922617,25703.41088812481,130165.13796629167,130086.10219789771,0.0,0.0,0.0,0.0
-11761.018545749015,11895.799564814517,132236.3623662427,132155.6949205035,0.0,0.0,0.0,0.0
-26957.455510789816,-9411.470223840503,149843.05499113264,149757.76073429117,0.0,0.0,0.0,0.0
-36757.89079164157,-27250.688046298987,181279.62127681033,181188.73908385506,0.0,0.0,0.0,0.0
-21697.15126718894,-14278.719041194803,187500.0,187500.0,0.0,0.0,0.0,0.0
-15013.644398885299,-5888.969408150841,187500.0,187500.0,0.0,0.0,0.0,0.0
-11418.858041627174,-2117.581917951336,187500.0,187500.0,0.0,0.0,0.0,0.0
-5209.856356365247,5983.383176730058,187500.0,187500.0,0.0,0.0,0.0,0.0
-2038.7920187463785,11554.689592682076,187500.0,187500.0,0.0,0.0,0.0,0.0
-1624.949470156368,13942.146473186789,187500.0,187500.0,0.0,0.0,0.0,0.0
-5089.916895618069,10884.137259022864,187500.0,187500.0,0.0,0.0,0.0,0.0
-6406.814623691395,9246.559053249246,187500.0,187500.0,0.0,0.0,0.0,0.0
-6558.471209820654,8929.901889550913,187500.0,187500.0,0.0,0.0,0.0,0.0
-6558.292395865011,8846.552234477072,187500.0,187500.0,0.0,0.0,0.0,0.0
-6446.153693932735,8840.383153007408,187500.0,187500.0,0.0,0.0,0.0,0.0
-5822.271802696205,9042.577033350115,187500.0,187500.0,0.0,0.0,0.0,0.0
1932.3753633946615,17525.287571583696,187500.0,187500.0,0.0,0.0,0.0,0.0
13471.23992100238,33966.58259231837,177967.62919040077,177882.35728530376,0.0,0.0,0.0,0.0
13784.320805587866,38978.49189978742,155714.6570938417,155632.91676436862,0.0,0.0,0.0,0.0
7965.848799449062,35306.74848636967,138478.7352059764,138399.18534745998,0.0,0.0,0.0,0.0
-887.2748478978691,25801.982081172715,130086.52688104236,130007.20053997046,0.0,0.0,0.0,0.0
-11725.591030787353,11922.822823860983,132138.4840772729,132057.74957630035,0.0,0.0,0.0,0.0
-26802.11088682543,-9224.430826238493,149596.78347072404,149511.6903795827,0.0,0.0,0.0,0.0
-36830.2433884434,-27306.992090581905,181032.32157615683,180941.48408669044,0.0,0.0,0.0,0.0
-21822.432794860935,-14458.024735215276,187500.0,187500.0,0.0,0.0,0.0,0.0
-14989.437459640201,-5906.157899636973,187500.0,187500.0,0.0,0.0,0.0,0.0
-11429.184547565526,-2164.989967941042,187500.0,187500.0,0.0,0.0,0.0,0.0
-5207.442367964073,5941.808932043187,187500.0,187500.0,0.0,0.0,0.0,0.0
-2025.6044895177472,11536.808197117829,187500.0,187500.0,0.0,0.0,0.0,0.0
-1586.6832836488825,13979.473886427151,187500.0,187500.0,0.0,0.0,0.0,0.0
-5085.938285105024,10919.385960028883,187500.0,187500.0,0.0,0.0,0.0,0.0
-6458.894188272261,9248.347192805672,187500.0,187500.0,0.0,0.0,0.0,0.0
-6628.7450943881395,8922.771683069668,187500.0,187500.0,0.0,0.0,0.0,0.0
-6615.311695970499,8844.071190842533,187500.0,187500.0,0.0,0.0,0.0,0.0
-6500.669598659229,8834.45994072675,187500.0,187500.0,0.0,0.0,0.0,0.0
-5882.934437147908,9035.31271640214,187500.0,187500.0,0.0,0.0,0.0,0.0
1831.6360511345927,17454.611355616016,187500.0,187500.0,0.0,0.0,0.0,0.0
13494.441031746988,34000.95957529063,178063.31700841393,177978.17921378365,0.0,0.0,0.0,0.0
13882.020280602013,39118.81615147783,155735.26540222947,155653.61447973424,0.0,0.0,0.0,0.0
8025.68441935592,35402.14573170492,138489.08406365922,138409.33303944266,0.0,0.0,0.0,0.0
-858.9104841840845,25845.05389273809,130130.89509378614,130051.5464009698,0.0,0.0,0.0,0.0
-11548.699325168052,12150.430637649375,132056.94491349996,131976.41157822747,0.0,0.0,0.0,0.0
-26762.347133439438,-9131.626383260058,149470.67492850721,149385.67124434368,0.0,0.0,0.0,0.0
-36811.33381263421,-27226.5258105428,180875.9487719475,180785.13363422558,0.0,0.0,0.0,0.0
-21911.236275581872,-14522.665980180023,187500.0,187500.0,0.0,0.0,0.0,0.0
-14966.884549484796,-5854.458314711847,187500.0,187500.0,0.0,0.0,0.0,0.0
-11445.098989617705,-2163.0677179178856,187500.0,187500.0,0.0,0.0,0.0,0.0
-5209.297562753864,5947.687440834933,187500.0,187500.0,0.0,0.0,0.0,0.0
-1410.3727233854204,12264.938624493912,187500.0,187500.0,0.0,0.0,0.0,0.0
-1537.5988528250282,14274.561616726116,187500.0,187500.0,0.0,0.0,0.0,0.0
-5580.492982923149,10339.67111583604,187500.0,187500.0,0.0,0.0,0.0,0.0
-6474.987444280082,9194.524192157292,187500.0,187500.0,0.0,0.0,0.0,0.0
-6610.774291846072,8942.910604823901,187500.0,187500.0,0.0,0.0,0.0,0.0
-6605.655742365807,8875.006005168678,187500.0,187500.0,0.0,0.0,0.0,0.0
-6487.303255474956,8868.032260898623,187500.0,187500.0,0.0,0.0,0.0,0.0
